id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,thumbnailUrl,url,broad_category,hierarchical_label,local_path
47838,D20487,"Turner, Joseph Mallord William",artist,558,[title not known],c.1826,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1826.0,1856.0,support: 279 x 191 mm,279.0,191.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/fa899dc9b851eb80f25b472adc4d92ad,http://www.tate.org.uk/art/artworks/turner-title-not-known-d20487,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\fa899dc9b851eb80f25b472adc4d92ad
60967,D33796,"Turner, Joseph Mallord William",artist,558,Castle on Rock Commanding Pass,c.183041,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 138 x 191 mm,138.0,191.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/73a983923fe54e7839ea0f5a0b0ee2d3,http://www.tate.org.uk/art/artworks/turner-castle-on-rock-commanding-pass-d33796,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\73a983923fe54e7839ea0f5a0b0ee2d3
52389,D25052,"Turner, Joseph Mallord William",artist,558,[title not known],c.1830,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 190 x 140 mm,190.0,140.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/10ce993840d3fdb076e9f4b3e538d670,http://www.tate.org.uk/art/artworks/turner-title-not-known-d25052,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\10ce993840d3fdb076e9f4b3e538d670
33090,D05698,"Turner, Joseph Mallord William",artist,558,Interior of a Medieval Building,c.180610,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1806.0,1856.0,support: 128 x 201 mm,128.0,201.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/77ee0a8c1cc5dc23a1fb1d9a0e875d31,http://www.tate.org.uk/art/artworks/turner-interior-of-a-medieval-building-d05698,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\77ee0a8c1cc5dc23a1fb1d9a0e875d31
61232,D34064,"Turner, Joseph Mallord William",artist,558,"Town, with Bridge, from River",c.183041,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 158 x 225 mm,158.0,225.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/899a25d8667587e6525702ec08465594,http://www.tate.org.uk/art/artworks/turner-town-with-bridge-from-river-d34064,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\899a25d8667587e6525702ec08465594
33018,D05626,"Turner, Joseph Mallord William",artist,558,Farm Buildings on the Crest of a Hill,c.180610,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1806.0,1856.0,support: 128 x 201 mm,128.0,201.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/19c053dd779adebb2085896c6a35ed52,http://www.tate.org.uk/art/artworks/turner-farm-buildings-on-the-crest-of-a-hill-d05626,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\19c053dd779adebb2085896c6a35ed52
60992,D33821,"Turner, Joseph Mallord William",artist,558,"Mountain Pass, with Castle",c.183041,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 141 x 192 mm,141.0,192.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/50502150e7dcc7ad4519e051f1554f89,http://www.tate.org.uk/art/artworks/turner-mountain-pass-with-castle-d33821,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\50502150e7dcc7ad4519e051f1554f89
61473,D34305,"Turner, Joseph Mallord William",artist,558,Mountain Pass,c.183041,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 192 x 279 mm,192.0,279.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/8aef3027088830fbd0ab5ba98d0aa614,http://www.tate.org.uk/art/artworks/turner-mountain-pass-d34305,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\8aef3027088830fbd0ab5ba98d0aa614
33087,D05695,"Turner, Joseph Mallord William",artist,558,Interior of a Medieval Building,c.180610,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1806.0,1856.0,support: 128 x 201 mm,128.0,201.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/f8ffbc74fde1368064702ffcd12c4ca8,http://www.tate.org.uk/art/artworks/turner-interior-of-a-medieval-building-d05695,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\f8ffbc74fde1368064702ffcd12c4ca8
33099,D05707,"Turner, Joseph Mallord William",artist,558,"Above Hastings, East Hill",c.180610,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1806.0,1856.0,support: 128 x 201 mm,128.0,201.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/54dbe3f1dc894832e9b4ffd75aa7f8f0,http://www.tate.org.uk/art/artworks/turner-above-hastings-east-hill-d05707,Chalk,Chalk > Chalk and graphite on paper,D:/venv sa python 3.9/tate_images\54dbe3f1dc894832e9b4ffd75aa7f8f0
34854,D07465,"Turner, Joseph Mallord William",artist,558,"Diagram of an Irregular Figure in Plan and Perspective, after Aleaume and Migon",c.1809,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1809.0,1856.0,support: 88 x 115 mm,88.0,115.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/b52aad9a6429ddae147cd4cd47a43b7b,http://www.tate.org.uk/art/artworks/turner-diagram-of-an-irregular-figure-in-plan-and-perspective-after-aleaume-and-migon-d07465,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\b52aad9a6429ddae147cd4cd47a43b7b
64421,D40674,"Turner, Joseph Mallord William",artist,558,"Inscriptions by Turner, Including Notes from Reichards Itinerary of Italy",1819,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 114 x 88 mm,114.0,88.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/13b9aa08299c3351e4ceac103f29093a,http://www.tate.org.uk/art/artworks/turner-inscriptions-by-turner-including-notes-from-reichards-itinerary-of-italy-d40674,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\13b9aa08299c3351e4ceac103f29093a
63840,D40072,"Turner, Joseph Mallord William",artist,558,[inscriptions by Turner],?1799,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 264 x 412 mm,264.0,412.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/4771254b7215e57d5d0765aa93f62776,http://www.tate.org.uk/art/artworks/turner-inscriptions-by-turner-d40072,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\4771254b7215e57d5d0765aa93f62776
41238,D13871,"Turner, Joseph Mallord William",artist,558,Two Sketches by Turner of the Walls at Macerata; and Notes by James Hakewill on Travelling in Italy,1819,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1819.0,1856.0,support: 88 x 114 mm,88.0,114.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/12ea96204d469a16a4b607076f2736f6,http://www.tate.org.uk/art/artworks/turner-two-sketches-by-turner-of-the-walls-at-macerata-and-notes-by-james-hakewill-on-d13871,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\12ea96204d469a16a4b607076f2736f6
32836,D05444,"Turner, Joseph Mallord William",artist,558,A Shipwreck,c.1805,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 119 x 189 mm,119.0,189.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/d95affadf7d636cee9f29585a7b40b5e,http://www.tate.org.uk/art/artworks/turner-a-shipwreck-d05444,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\d95affadf7d636cee9f29585a7b40b5e
33292,D05901,"Turner, Joseph Mallord William",artist,558,?On the Thames; Small Building in the Middle Distance,1805,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 143 x 228 mm,143.0,228.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/8ac8f34cfe7496a63c374890cb71b01f,http://www.tate.org.uk/art/artworks/turner-on-the-thames-small-building-in-the-middle-distance-d05901,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\8ac8f34cfe7496a63c374890cb71b01f
33250,D05859,"Turner, Joseph Mallord William",artist,558,"Houses by the Thames, ?Twickenham",1805,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 143 x 228 mm,143.0,228.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/41ead9a2faa284f3809d507204740b79,http://www.tate.org.uk/art/artworks/turner-houses-by-the-thames-twickenham-d05859,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\41ead9a2faa284f3809d507204740b79
33249,D05858,"Turner, Joseph Mallord William",artist,558,A House by the River: ?Strawberry Hill,1805,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 143 x 228 mm,143.0,228.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/b713ac8439cfeac9986fab34ced27419,http://www.tate.org.uk/art/artworks/turner-a-house-by-the-river-strawberry-hill-d05858,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\b713ac8439cfeac9986fab34ced27419
44386,D17030,"Turner, Joseph Mallord William",artist,558,Lecture Diagram 17: Principles of Rectilinear Perspective (after Thomas Malton Senior),c.1810,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1810.0,1856.0,support: 484 x 600 mm,484.0,600.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/733b3cd527677656097a193bc2558588,http://www.tate.org.uk/art/artworks/turner-lecture-diagram-17-principles-of-rectilinear-perspective-after-thomas-malton-senior-d17030,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\733b3cd527677656097a193bc2558588
33295,D05904,"Turner, Joseph Mallord William",artist,558,"All Saints Church, Isleworth from the Surrey Bank of the Thames",1805,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 143 x 228 mm,143.0,228.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/d1462142d602a3e31862f78a234f7f49,http://www.tate.org.uk/art/artworks/turner-all-saints-church-isleworth-from-the-surrey-bank-of-the-thames-d05904,ink,ink > Pen and ink on paper,D:/venv sa python 3.9/tate_images\d1462142d602a3e31862f78a234f7f49
23946,T09323,"Varley, John",artist,569,Woodland Scene,date not known,Chalk on paper,Purchased as part of the Opp� Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 175 x 277 mm,175.0,277.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/de870769dc3e17cba0b359ebc5fbd90d,http://www.tate.org.uk/art/artworks/varley-woodland-scene-t09323,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\de870769dc3e17cba0b359ebc5fbd90d
32405,D05013,"Turner, Joseph Mallord William",artist,558,"Study for an Historical Subject: A Town with Towers and a Bridge, in a Thunder Storm, Perhaps for The Destruction of Sodom or Possibly Hero and Leander",c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/cd188494cc2d20fbf2bea29efdefeedb,http://www.tate.org.uk/art/artworks/turner-study-for-an-historical-subject-a-town-with-towers-and-a-bridge-in-a-thunder-storm-d05013,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\cd188494cc2d20fbf2bea29efdefeedb
32388,D04996,"Turner, Joseph Mallord William",artist,558,Boats Seen from the Beach: A Lee-Shore,c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c8c2ac6f452c6ca030a853083ea1ace6,http://www.tate.org.uk/art/artworks/turner-boats-seen-from-the-beach-a-lee-shore-d04996,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\c8c2ac6f452c6ca030a853083ea1ace6
24790,T10480,"Beaumont, Sir George Howland, Bt",artist,29,[title not known],date not known,Chalk on paper,Purchased as part of the Opp� Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 125 x 181 mm,125.0,181.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/1a445d1d6a44198ab194b876d4f8c099,http://www.tate.org.uk/art/artworks/beaumont-title-not-known-t10480,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\1a445d1d6a44198ab194b876d4f8c099
25197,T10819,British (?) School,artist,2638,[title not known],date not known,Chalk on paper,Purchased as part of the Opp� Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 184 x 267 mm,184.0,267.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/ea89db972c3b57e938c585f5d029116b,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10819,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\ea89db972c3b57e938c585f5d029116b
32418,D05026,"Turner, Joseph Mallord William",artist,558,[blank],c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/ba260dadbbc9619c7797d90685fa5eb7,http://www.tate.org.uk/art/artworks/turner-blank-d05026,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\ba260dadbbc9619c7797d90685fa5eb7
32361,D04969,"Turner, Joseph Mallord William",artist,558,Study for Ships Bearing Up for Anchorage,c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/2d5581dac05f78882050728d40bde16d,http://www.tate.org.uk/art/artworks/turner-study-for-ships-bearing-up-for-anchorage-d04969,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\2d5581dac05f78882050728d40bde16d
32399,D05007,"Turner, Joseph Mallord William",artist,558,"Study for a Sea Piece, with Small Boats in the Foreground and a Larger Ship in the Right Distance, Apparently for the Bridgewater Sea Piece",c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/97e4ab20cf774f8922241c64183cf31b,http://www.tate.org.uk/art/artworks/turner-study-for-a-sea-piece-with-small-boats-in-the-foreground-and-a-larger-ship-in-the-d05007,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\97e4ab20cf774f8922241c64183cf31b
52273,D24936,"Turner, Joseph Mallord William",artist,558,The Car of Juggernaut,c.1830,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 137 x 191 mm,137.0,191.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/0d28fc7bdfae1fa387255532a2f86e5e,http://www.tate.org.uk/art/artworks/turner-the-car-of-juggernaut-d24936,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\0d28fc7bdfae1fa387255532a2f86e5e
32313,D04921,"Turner, Joseph Mallord William",artist,558,Composition Study for Lake Geneva and Mont Blanc,c.17991805,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 433 x 272 mm,433.0,272.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/8df90ffd81469164f47bf49643a064f2,http://www.tate.org.uk/art/artworks/turner-composition-study-for-lake-geneva-and-mont-blanc-d04921,Chalk,Chalk > Chalk on paper,D:/venv sa python 3.9/tate_images\8df90ffd81469164f47bf49643a064f2
50031,D22694,"Turner, Joseph Mallord William",artist,558,East Cowes Castle: The Drawing Room (The Ladies Drawing Room),1827,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1827.0,1856.0,support: 137 x 195 mm,137.0,195.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/30a43b04e5b716b533604c87e132e2cd,http://www.tate.org.uk/art/artworks/turner-east-cowes-castle-the-drawing-room-the-ladies-drawing-room-d22694,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\30a43b04e5b716b533604c87e132e2cd
56291,D29019,"Turner, Joseph Mallord William",artist,558,River Scene,c.1834,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 143 x 192 mm,143.0,192.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/0ddee6eb3b8b32b58cda806a3924e5f5,http://www.tate.org.uk/art/artworks/turner-river-scene-d29019,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\0ddee6eb3b8b32b58cda806a3924e5f5
52077,D24740,"Turner, Joseph Mallord William",artist,558,Twilight (?Luxembourg),c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 138 x 195 mm,138.0,195.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/cdcb56e86ae81219a24c6f4dac7929cc,http://www.tate.org.uk/art/artworks/turner-twilight-luxembourg-d24740,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\cdcb56e86ae81219a24c6f4dac7929cc
60844,D33673,"Turner, Joseph Mallord William",artist,558,Sky Study,1840,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1840.0,1856.0,support: 212 x 274 mm,212.0,274.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c6847b594b914b311379de1226d9df5e,http://www.tate.org.uk/art/artworks/turner-sky-study-d33673,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\c6847b594b914b311379de1226d9df5e
62988,D35900,"Turner, Joseph Mallord William",artist,558,The Diligence,after c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 425 x 307 mm,425.0,307.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/ed561b43869e40a0b5361c9605587a25,http://www.tate.org.uk/art/artworks/turner-the-diligence-d35900,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\ed561b43869e40a0b5361c9605587a25
63350,D36264,"Turner, Joseph Mallord William",artist,558,Lucerne [Turner],after c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 249 x 311 mm,249.0,311.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/c31019de9ebb1f7a17aae7a4dfc2336f,http://www.tate.org.uk/art/artworks/turner-lucerne-turner-d36264,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\c31019de9ebb1f7a17aae7a4dfc2336f
51982,D24645,"Turner, Joseph Mallord William",artist,558,A Ship Under Sail below the Light Towers of la H�ve,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 149 x 190 mm,149.0,190.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/ef32adf40b97dbd13aa85d04573fdb76,http://www.tate.org.uk/art/artworks/turner-a-ship-under-sail-below-the-light-towers-of-la-heve-d24645,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\ef32adf40b97dbd13aa85d04573fdb76
51944,D24607,"Turner, Joseph Mallord William",artist,558,On the Coast. ?The Mediterranean,c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 140 x 194 mm,140.0,194.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/8d64cff34b0df415b75e5f65c9d0615c,http://www.tate.org.uk/art/artworks/turner-on-the-coast-the-mediterranean-d24607,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\8d64cff34b0df415b75e5f65c9d0615c
29295,D01891,"Turner, Joseph Mallord William",artist,558,"Ruined Castle, with Cattle and Trees",c.1798,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 252 x 367 mm,252.0,367.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/5eefd899fa700d28a29dd8265b16404f,http://www.tate.org.uk/art/artworks/turner-ruined-castle-with-cattle-and-trees-d01891,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\5eefd899fa700d28a29dd8265b16404f
59452,D32235,"Turner, Joseph Mallord William",artist,558,A View. ?Marino [Turner],c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839.0,1856.0,support: 218 x 282 mm,218.0,282.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/81b8410f33c559e23629beca9070a1cc,http://www.tate.org.uk/art/artworks/turner-a-view-marino-turner-d32235,Gouache,Gouache > Gouache and watercolour on paper,D:/venv sa python 3.9/tate_images\81b8410f33c559e23629beca9070a1cc
54987,D27660,"Turner, Joseph Mallord William",artist,558,"Bay of Naples, for Rogerss Italy",c.18267,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1826.0,1856.0,support: 236 x 306 mm,236.0,306.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/d2cc630fd00f67e9a43f024c60a570dc,http://www.tate.org.uk/art/artworks/turner-bay-of-naples-for-rogerss-italy-d27660,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\d2cc630fd00f67e9a43f024c60a570dc
28575,D01164,"Turner, Joseph Mallord William",artist,558,"Westminster Abbey from St Jamess Park, London",17967,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1796.0,1856.0,support: 113 x 93 mm,113.0,93.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/ed765cee1ace833e725c3be40312d389,http://www.tate.org.uk/art/artworks/turner-westminster-abbey-from-st-jamess-park-london-d01164,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\ed765cee1ace833e725c3be40312d389
28632,D01223,"Turner, Joseph Mallord William",artist,558,Fishing Boats in a Choppy Sea,17967,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1796.0,1856.0,support: 113 x 93 mm,113.0,93.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/2ed0c86122a4ade66bdc328a108b5fb0,http://www.tate.org.uk/art/artworks/turner-fishing-boats-in-a-choppy-sea-d01223,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\2ed0c86122a4ade66bdc328a108b5fb0
63320,D36234,"Turner, Joseph Mallord William",artist,558,Swiss Lake Scene (?Neuchatel),after c.1830,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 192 x 282 mm,192.0,282.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/74148ba0e88ff6a60c94e39a97500b1e,http://www.tate.org.uk/art/artworks/turner-swiss-lake-scene-neuchatel-d36234,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\74148ba0e88ff6a60c94e39a97500b1e
28561,D01150,"Turner, Joseph Mallord William",artist,558,Interior of a Church with Rood-Screen and Figures,17967,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1796.0,1856.0,support: 113 x 93 mm,113.0,93.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/1740a8cb4da29ba851d0cffecd8170ce,http://www.tate.org.uk/art/artworks/turner-interior-of-a-church-with-rood-screen-and-figures-d01150,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\1740a8cb4da29ba851d0cffecd8170ce
63747,D36664,"Turner, Joseph Mallord William",formerly attributed to,558,Landscape with Deer by a Pond Surrounded by Woods and Fields,date not known,Gouache,Accepted by the nation as part of the Turner Bequest 1856,,1856.0,support: 500 x 390 mm,500.0,390.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/451af9b4e36d86b13ffa89798a9b2c68,http://www.tate.org.uk/art/artworks/turner-landscape-with-deer-by-a-pond-surrounded-by-woods-and-fields-d36664,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\451af9b4e36d86b13ffa89798a9b2c68
63305,D36219,"Turner, Joseph Mallord William",artist,558,?On the Loire,after c.1830,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 218 x 297 mm,218.0,297.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/16d9e7849cc489ae915b596aac93d155,http://www.tate.org.uk/art/artworks/turner-on-the-loire-d36219,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\16d9e7849cc489ae915b596aac93d155
1834,N05167,"Burra, Edward",artist,837,Mexican Church,c.1938,Gouache,Purchased 1940,1938.0,1940.0,support: 1321 x 1035 mm frame:  1620 x 1335 x 155 mm,1321.0,1035.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/dd92d1c2613d5fb5812a5cc9285ee24c,http://www.tate.org.uk/art/artworks/burra-mexican-church-n05167,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\dd92d1c2613d5fb5812a5cc9285ee24c
28626,D01217,"Turner, Joseph Mallord William",artist,558,Landscape with a Three-Arched Bridge over a River,17967,Gouache,Accepted by the nation as part of the Turner Bequest 1856,1796.0,1856.0,support: 113 x 93 mm,113.0,93.0,,mm,https://public.opendatasoft.com/api/explore/v2.1/catalog/datasets/the-tate-collection/files/7ed3d808de5f4e4a52810966f65d7d42,http://www.tate.org.uk/art/artworks/turner-landscape-with-a-three-arched-bridge-over-a-river-d01217,Gouache,Gouache > Gouache,D:/venv sa python 3.9/tate_images\7ed3d808de5f4e4a52810966f65d7d42
